".id"	"X"	"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalues"	"rank"	"leading_edge"	"core_enrichment"
"16"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0001867"	"GO:0001867"	"complement activation, lectin pathway"	13	0.641760964488598	1.37323800616079	0.0570175438596491	0.706901181525242	0.689232479695479	8688	"tags=69%, list=26%, signal=51%"	"3848/57642/4153/8547/2220/2/5648/2219/10584"
"17"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0045760"	"GO:0045760"	"positive regulation of action potential"	10	0.64022976453523	1.30421954527481	0.104166666666667	0.894039735099338	0.871693582742729	6021	"tags=30%, list=18%, signal=25%"	"6863/594857/148"
"18"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0060346"	"GO:0060346"	"bone trabecula formation"	10	0.638090396930624	1.29986141449269	0.108796296296296	0.894039735099338	0.871693582742729	7036	"tags=40%, list=21%, signal=32%"	"7480/4488/1277/4313"
"19"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0042758"	"GO:0042758"	"long-chain fatty acid catabolic process"	10	0.636005727616084	1.29561471023733	0.113425925925926	0.897712495566852	0.875274544085714	9860	"tags=60%, list=30%, signal=42%"	"66002/1579/84830/4051/33/8529"
"20"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0051238"	"GO:0051238"	"sequestering of metal ion"	16	0.634576949980017	1.40547121331252	0.0409041980624327	0.62654702970297	0.610886746569394	9161	"tags=62%, list=28%, signal=45%"	"389844/6279/169026/53940/6278/7781/94033/7780/3934/6280"
"21"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0045919"	"GO:0045919"	"positive regulation of cytolysis"	11	0.632085355542471	1.31573888033723	0.0985277463193658	0.894039735099338	0.871693582742729	10689	"tags=82%, list=32%, signal=55%"	"3929/81494/3078/3080/114771/57115/5027/10859/8993"
"22"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0008228"	"GO:0008228"	"opsonization"	11	0.629392449284134	1.31013336925533	0.101925254813137	0.894039735099338	0.871693582742729	6307	"tags=55%, list=19%, signal=44%"	"1401/3929/653509/4153/2220/722"
"23"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0006910"	"GO:0006910"	"phagocytosis, recognition"	68	0.627970507423066	1.57246337606341	0.001	0.148170731707317	0.144467265725289	10364	"tags=79%, list=31%, signal=55%"	"3497/28400/28412/28385/28444/28392/28834/28414/28457/28394/3495/28426/28409/28410/3493/28455/3500/3502/28396/3494/28449/3503/28526/3507/28391/28408/8547/28388/28467/3501/3514/2220/28466/28472/7287/948/100423062/2219/28434/375033/28401/28451/28473/28439/28638/28450/3542/28395/3538/3543/81035/28442/28448/3539"
"24"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002922"	"GO:0002922"	"positive regulation of humoral immune response"	16	0.62686254068951	1.38838521580527	0.0505920344456405	0.664733559470401	0.648118819863972	9975	"tags=69%, list=30%, signal=48%"	"5650/574461/718/57829/730249/5225/25818/2213/2208/729/3263"
"25"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:1904468"	"GO:1904468"	"negative regulation of tumor necrosis factor secretion"	10	0.621742376900307	1.26655867158513	0.143518518518519	0.961029880593554	0.937009337335921	1476	"tags=20%, list=4%, signal=19%"	"406987/245928"
"26"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0043330"	"GO:0043330"	"response to exogenous dsRNA"	43	0.620776509462944	1.52001803261668	0.00201207243460765	0.259100505405924	0.252624395740808	4037	"tags=28%, list=12%, signal=25%"	"3448/3442/338376/3452/3446/3445/3456/3467/3443/3441/3447/3449"
"27"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0071107"	"GO:0071107"	"response to parathyroid hormone"	12	0.618573842805928	1.30258982010766	0.100446428571429	0.894039735099338	0.871693582742729	2315	"tags=25%, list=7%, signal=23%"	"5741/7480/50964"
"28"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0010454"	"GO:0010454"	"negative regulation of cell fate commitment"	13	0.618475848005647	1.32341259031028	0.0888157894736842	0.882224803950044	0.860173960897015	8740	"tags=62%, list=26%, signal=45%"	"84504/25928/64321/89780/148979/22943/30009/6423"
"29"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002468"	"GO:0002468"	"dendritic cell antigen processing and presentation"	12	0.617935327916091	1.30124523852671	0.102678571428571	0.894039735099338	0.871693582742729	9314	"tags=67%, list=28%, signal=48%"	"50856/64127/6363/968/6366/2213/6556/972"
"30"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0006956"	"GO:0006956"	"complement activation"	154	0.617714103317136	1.58560470341303	0.000999000999000999	0.148170731707317	0.144467265725289	10856	"tags=78%, list=33%, signal=53%"	"731/28896/28903/28937/1370/28874/3497/3848/28400/1401/28412/28385/28797/735/28444/28392/28817/28778/574461/28834/28414/28457/325/28394/3495/28822/57642/28426/28409/28815/28410/3493/28791/28455/930/81494/28816/3078/718/28907/28796/28809/3500/922/3502/4153/28396/28823/3494/1675/730/28449/3503/2147/28526/3507/28921/28391/715/28408/8547/28913/719/28388/28467/28912/1379/27202/28299/3501/3514/28908/2220/28466/722/3080/28472/2/28940/3426/728/28776/28825/5648/100423062/716/2219/28434/28401/11326/28793/28451/28883/28473/10584/28439/3075/28638/1378/28450/729/3542/28881/28395/28984/3538/28876/3543/28442/1361/28448/714/732/3539/712/1191/10877/1369/710/55061"
"31"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0006958"	"GO:0006958"	"complement activation, classical pathway"	118	0.616996962357103	1.57275106289664	0.000999000999000999	0.148170731707317	0.144467265725289	10518	"tags=77%, list=32%, signal=53%"	"731/28896/28903/28937/28874/3497/28400/1401/28412/28385/28797/735/28444/28392/28817/28778/28834/28414/28457/325/28394/3495/28822/28426/28409/28815/28410/3493/28791/28455/28816/718/28907/28796/28809/3500/3502/4153/28396/28823/3494/730/28449/3503/28526/3507/28921/28391/715/28408/28913/28388/28467/28912/28299/3501/3514/28908/28466/722/28472/28940/3426/28776/28825/100423062/716/28434/28401/28793/28451/28883/28473/28439/28638/1378/28450/729/3542/28881/28395/3538/28876/3543/28442/28448/714/732/3539/712/1191"
"32"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0052695"	"GO:0052695"	"cellular glucuronidation"	16	0.612014525485999	1.35549959343273	0.0624327233584499	0.732987451737452	0.714666734403577	9640	"tags=62%, list=29%, signal=44%"	"54659/54657/54579/54576/54578/54600/54658/7363/54577/54575"
"33"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0042268"	"GO:0042268"	"regulation of cytolysis"	16	0.610746053219344	1.35269016069849	0.0624327233584499	0.732987451737452	0.714666734403577	10689	"tags=75%, list=32%, signal=51%"	"3853/3929/1437/81494/3078/5196/3080/114771/57115/5027/10859/8993"
"34"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0010896"	"GO:0010896"	"regulation of triglyceride catabolic process"	12	0.60984365967175	1.28420584249445	0.110491071428571	0.894039735099338	0.871693582742729	8229	"tags=58%, list=25%, signal=44%"	"337/116519/26291/13/440503/345/5294"
"35"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0072376"	"GO:0072376"	"protein activation cascade"	176	0.607667649993967	1.56950309638726	0.000999000999000999	0.148170731707317	0.144467265725289	10921	"tags=74%, list=33%, signal=50%"	"731/28896/28903/28937/1370/28874/3497/3848/28400/1401/28412/28385/28797/2160/735/28444/2159/28392/28817/28778/574461/28834/28414/28457/325/28394/3495/28822/57642/28426/28409/28815/28410/3493/2266/28791/28455/930/2815/81494/28816/3078/718/28907/28796/28809/3500/922/2158/3502/4153/28396/28823/3494/1675/730/28449/3503/2147/28526/3507/28921/28391/715/28408/8547/28913/719/28388/28467/28912/1379/27202/28299/3501/3514/28908/2220/28466/722/3080/28472/2/28940/3818/3426/728/28776/28825/5648/100423062/716/2219/28434/28401/11326/28793/462/28451/28883/28473/10584/28439/3075/28638/1378/28450/350/729/3542/28881/28395/28984/3538/28876/3543/28442/1361/28448/714/732/3539/712/1191/10877/1369/710/55061/7450/3827/2811"
"36"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0009886"	"GO:0009886"	"post-embryonic animal morphogenesis"	12	0.607004581057762	1.27822732441763	0.121651785714286	0.927197802197802	0.904022877707088	19	"tags=8%, list=0%, signal=8%"	"159296"
"37"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0007342"	"GO:0007342"	"fusion of sperm to egg plasma membrane involved in single fertilization"	17	0.606027090199446	1.35393202229506	0.0576307363927428	0.712546562748992	0.694736756957085	7668	"tags=53%, list=23%, signal=41%"	"390243/2352/5104/2350/79400/54586/167/6677/2515"
"38"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0110096"	"GO:0110096"	"cellular response to aldehyde"	10	0.605621318279874	1.23371827442154	0.174768518518519	1	0.975005414771497	374	"tags=10%, list=1%, signal=10%"	"57016"
"39"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0052646"	"GO:0052646"	"alditol phosphate metabolic process"	10	0.604878489602858	1.23220504943104	0.178240740740741	1	0.975005414771497	443	"tags=10%, list=1%, signal=10%"	"2712"
"40"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0018149"	"GO:0018149"	"peptide cross-linking"	59	0.604385619417866	1.50344776374351	0.00200400801603206	0.259100505405924	0.252624395740808	7364	"tags=53%, list=22%, signal=41%"	"353132/6703/7047/353142/353133/353145/3848/3713/6704/353140/6699/353141/343641/3849/9333/4014/5266/6707/6700/353134/6705/84648/7053/353131/6701/1475/100129271/163778/149018/7052/133584"
"41"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:2000849"	"GO:2000849"	"regulation of glucocorticoid secretion"	10	0.604329665277581	1.2310870329757	0.179398148148148	1	0.975005414771497	6684	"tags=40%, list=20%, signal=32%"	"6863/1392/1394/2587"
"42"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002455"	"GO:0002455"	"humoral immune response mediated by circulating immunoglobulin"	129	0.604093306606691	1.54236472098853	0.000999000999000999	0.148170731707317	0.144467265725289	10518	"tags=74%, list=32%, signal=50%"	"731/28896/28903/28937/28874/3497/28400/1401/28412/28385/28797/735/28444/28392/28817/28778/28834/28414/28457/325/28394/3495/28822/28426/28409/28815/28410/3493/28791/28455/28816/718/28907/28796/28809/3500/3502/4153/28396/28823/3494/730/28449/3503/28526/3507/28921/28391/715/28408/28913/28388/28467/28912/28299/3501/3514/28908/28466/722/28472/28940/3426/28776/28825/2213/602/100423062/716/28434/28401/28793/28451/28883/28473/2208/28439/28638/1378/28450/729/3542/28881/28395/3538/3263/28876/3543/28442/28448/714/732/3539/712/1191"
"43"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:2000257"	"GO:2000257"	"regulation of protein activation cascade"	107	0.603695688524644	1.53388780038222	0.000999000999000999	0.148170731707317	0.144467265725289	10856	"tags=76%, list=33%, signal=51%"	"731/28896/28903/28937/1370/28874/28797/735/28392/28817/28778/574461/28834/28457/28394/28822/28815/28791/930/81494/28816/3078/718/28907/28796/28809/3500/922/3502/28823/730/28449/3503/2147/28921/715/28913/719/28912/1379/27202/28299/3501/3514/28908/722/3080/2/28940/3426/728/28776/28825/716/28434/11326/28793/462/28451/28883/28439/3075/1378/28450/729/3542/28881/28395/3538/28876/28442/1361/714/732/3539/712/1191/10877/1369/710/55061"
"44"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0032494"	"GO:0032494"	"response to peptidoglycan"	11	0.603241278659647	1.25569750603644	0.160815402038505	1	0.975005414771497	8338	"tags=55%, list=25%, signal=41%"	"3569/64127/54209/728/3663/55765"
"45"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0030449"	"GO:0030449"	"regulation of complement activation"	106	0.603125435548397	1.53242289795913	0.000999000999000999	0.148170731707317	0.144467265725289	10856	"tags=75%, list=33%, signal=51%"	"731/28896/28903/28937/1370/28874/28797/735/28392/28817/28778/574461/28834/28457/28394/28822/28815/28791/930/81494/28816/3078/718/28907/28796/28809/3500/922/3502/28823/730/28449/3503/2147/28921/715/28913/719/28912/1379/27202/28299/3501/3514/28908/722/3080/2/28940/3426/728/28776/28825/716/28434/11326/28793/28451/28883/28439/3075/1378/28450/729/3542/28881/28395/3538/28876/28442/1361/714/732/3539/712/1191/10877/1369/710/55061"
"46"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002523"	"GO:0002523"	"leukocyte migration involved in inflammatory response"	14	0.602815927270965	1.31195926061597	0.101952277657267	0.894039735099338	0.871693582742729	9578	"tags=64%, list=29%, signal=46%"	"6279/3929/1991/1235/3689/2867/101/6280/56833"
"47"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002291"	"GO:0002291"	"T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell"	10	0.60255563240003	1.22747312984119	0.185185185185185	1	0.975005414771497	11777	"tags=80%, list=36%, signal=52%"	"3383/3109/54518/3958/3683/10859/3965/84868"
"48"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:1905563"	"GO:1905563"	"negative regulation of vascular endothelial cell proliferation"	14	0.602273284842957	1.31077826202847	0.101952277657267	0.894039735099338	0.871693582742729	7381	"tags=57%, list=22%, signal=44%"	"664616/574408/407030/406918/6347/574506/407054/406913"
"49"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:2000833"	"GO:2000833"	"positive regulation of steroid hormone secretion"	10	0.602023180442941	1.22638846572867	0.186342592592593	1	0.975005414771497	11686	"tags=70%, list=35%, signal=45%"	"6863/56729/1392/2587/4824/114897/654"
"50"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0031424"	"GO:0031424"	"keratinization"	220	0.600918804069778	1.55991499000455	0.000999000999000999	0.148170731707317	0.144467265725289	7477	"tags=50%, list=23%, signal=39%"	"353132/3890/337879/85291/84616/85280/643812/83896/83901/340654/6703/440021/81870/85294/337978/337971/353142/284827/353133/338785/83899/353145/448835/337979/3848/3868/8687/3883/337967/643414/337976/3713/81871/85285/51350/6704/126638/353140/85293/81872/100288323/6699/440051/83902/3882/125115/3853/353141/653240/3891/100507608/387273/3849/353288/9333/337960/728255/4014/337974/5266/81851/337970/6707/147409/337966/6700/162605/1828/643803/728224/353134/6705/84648/643418/7053/147183/1825/100132386/85289/81850/353131/3850/140807/3861/337968/3860/83895/6706/83900/6701/730755/100505724/3881/1475/121391/3846/342574/1830/337969/3888/196374/1823/83897/25818/387267/100505753/163778/23581/3884/643394"
"51"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0010273"	"GO:0010273"	"detoxification of copper ion"	15	0.600559970892656	1.32121262211281	0.0936490850376749	0.889927340911754	0.86768397614216	7214	"tags=53%, list=22%, signal=42%"	"84560/4490/4489/4504/326343/4495/4496/4501"
"52"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:1990169"	"GO:1990169"	"stress response to copper ion"	15	0.600559970892656	1.32121262211281	0.0936490850376749	0.889927340911754	0.86768397614216	7214	"tags=53%, list=22%, signal=42%"	"84560/4490/4489/4504/326343/4495/4496/4501"
"53"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002689"	"GO:0002689"	"negative regulation of leukocyte chemotaxis"	16	0.59994453482264	1.32876678439698	0.0742734122712594	0.820383599178002	0.799878451388281	9578	"tags=44%, list=29%, signal=31%"	"79148/6347/27202/26228/1843/4856/56833"
"54"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0070234"	"GO:0070234"	"positive regulation of T cell apoptotic process"	13	0.599261813879656	1.28229846312975	0.121710526315789	0.927197802197802	0.904022877707088	11422	"tags=62%, list=34%, signal=40%"	"56891/148003/29124/5133/101/3965/7474/6352"
"55"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0021936"	"GO:0021936"	"regulation of cerebellar granule cell precursor proliferation"	10	0.599184769917628	1.22060630643261	0.193287037037037	1	0.975005414771497	11007	"tags=70%, list=33%, signal=47%"	"3975/6469/9283/1950/64211/2735/6532"
"56"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0051852"	"GO:0051852"	"disruption by host of symbiont cells"	12	0.598740507661499	1.26082487844648	0.138392857142857	0.95885761589404	0.934891367491577	9979	"tags=67%, list=30%, signal=47%"	"566/4153/1991/2147/5196/1511/820/383"
"57"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0051873"	"GO:0051873"	"killing by host of symbiont cells"	12	0.598740507661499	1.26082487844648	0.138392857142857	0.95885761589404	0.934891367491577	9979	"tags=67%, list=30%, signal=47%"	"566/4153/1991/2147/5196/1511/820/383"
"58"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0030049"	"GO:0030049"	"muscle filament sliding"	39	0.595983309663726	1.44861061741036	0.00905432595573441	0.591413551401869	0.576631414986063	8757	"tags=56%, list=26%, signal=42%"	"4633/7136/7137/4625/7139/7134/4624/4620/4606/4621/4607/7125/85366/4634/4622/89/88/7135/4632/4626/4604/7169"
"59"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0033275"	"GO:0033275"	"actin-myosin filament sliding"	39	0.595983309663726	1.44861061741036	0.00905432595573441	0.591413551401869	0.576631414986063	8757	"tags=56%, list=26%, signal=42%"	"4633/7136/7137/4625/7139/7134/4624/4620/4606/4621/4607/7125/85366/4634/4622/89/88/7135/4632/4626/4604/7169"
"60"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0043379"	"GO:0043379"	"memory T cell differentiation"	10	0.594826384940418	1.2117277893939	0.206018518518519	1	0.975005414771497	8258	"tags=40%, list=25%, signal=30%"	"282618/3594/149233/3593"
"61"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0090715"	"GO:0090715"	"immunological memory formation process"	10	0.594826384940418	1.2117277893939	0.206018518518519	1	0.975005414771497	8258	"tags=40%, list=25%, signal=30%"	"282618/3594/149233/3593"
"62"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0060732"	"GO:0060732"	"positive regulation of inositol phosphate biosynthetic process"	14	0.594431193897842	1.2937108565858	0.112798264642082	0.897712495566852	0.875274544085714	7368	"tags=43%, list=22%, signal=33%"	"5741/5745/5449/51744/5028/117"
"63"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002604"	"GO:0002604"	"regulation of dendritic cell antigen processing and presentation"	11	0.593945528393536	1.23634761928495	0.168742921857305	1	0.975005414771497	9314	"tags=64%, list=28%, signal=46%"	"64127/6363/968/6366/2213/6556/972"
"64"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0060397"	"GO:0060397"	"JAK-STAT cascade involved in growth hormone signaling pathway"	14	0.593819571105438	1.29237973020012	0.112798264642082	0.897712495566852	0.875274544085714	12048	"tags=64%, list=36%, signal=41%"	"2688/1442/5618/2690/2689/5617/3718/3717/6778"
"65"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:1904321"	"GO:1904321"	"response to forskolin"	11	0.592254432066417	1.23282745991331	0.17440543601359	1	0.975005414771497	640	"tags=9%, list=2%, signal=9%"	"114"
"66"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:1904322"	"GO:1904322"	"cellular response to forskolin"	11	0.592254432066417	1.23282745991331	0.17440543601359	1	0.975005414771497	640	"tags=9%, list=2%, signal=9%"	"114"
"67"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0097501"	"GO:0097501"	"stress response to metal ion"	17	0.591948559639537	1.32247901687636	0.080042689434365	0.854585831834389	0.833225813425533	7214	"tags=47%, list=22%, signal=37%"	"84560/4490/4489/4504/326343/4495/4496/4501"
"68"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0002920"	"GO:0002920"	"regulation of humoral immune response"	122	0.591938899178245	1.51056744589156	0.000999000999000999	0.148170731707317	0.144467265725289	10884	"tags=73%, list=33%, signal=49%"	"731/28896/28903/28937/1370/28874/5650/28797/735/28392/28817/28778/574461/28834/28457/28394/28822/28815/28791/930/81494/28816/3078/718/28907/28796/28809/57829/3500/922/730249/3502/28823/5225/730/28449/3503/2147/28921/715/28913/719/28912/1379/27202/28299/3501/3514/28908/722/3080/2/28940/3426/728/28776/25818/28825/2213/716/28434/11326/28793/28451/28883/2208/28439/3075/1378/28450/729/3542/28881/28395/3538/3263/28876/28442/1361/714/732/3539/712/1191/10877/1369/710/55061/11005"
"69"	"07_GSEA/HighvsLow/gsea_output/high_low_GSEA_Go_BP.csv"	"GO:0021521"	"GO:0021521"	"ventral spinal cord interneuron specification"	11	0.591577352188186	1.23141806114609	0.175537938844847	1	0.975005414771497	9466	"tags=64%, list=29%, signal=45%"	"120237/8022/84504/2128/5080/2737/4825"
